size,loc,scale,shape,bootstrap_size,AD.9,AD.95,AD.99,AD.995,UMAD.9,UMAD.95,UMAD.99,UMAD.995,AD.SD,UMAD.SD
10,-2,0.1,-0.4,10000,0.83014630713656,1.05484605197529,1.63374162063078,1.89056742438612,0.50235439304113,0.681587284475843,1.18336131085132,1.41996903161463,,
10,-1,0.1,-0.4,10000,0.818881710340277,1.0502275255773,1.60996096553688,1.75855514692065,0.505582471235285,0.696064185214628,1.16140573514841,1.2790327502617,,
10,-0.5,0.1,-0.4,10000,0.825636342115784,1.08591307387583,1.62269673384235,1.97341936633794,0.510372874889312,0.692407705838759,1.16471786956146,1.45928557709355,,
10,0,0.1,-0.4,10000,0.817659822032325,1.05711740510323,1.56636026952401,1.82576174804951,0.497916506818865,0.677552489615455,1.13576372793028,1.31692300651013,,
10,0.5,0.1,-0.4,10000,0.839488157455406,1.07948206598158,1.60465266087902,1.91007176606894,0.51598003828917,0.69397138391016,1.21129409879555,1.4339919837975,,
10,1,0.1,-0.4,10000,0.819651074431978,1.06035840901705,1.6134140869724,1.90368574494461,0.500583663900159,0.681162971262963,1.19710353780162,1.47173512557774,,
10,2,0.1,-0.4,10000,0.828528864215127,1.04837661135511,1.5545879336159,1.90160369358808,0.496304727034169,0.669208559292333,1.09550386749125,1.37274187253991,,
10,-2,0.2,-0.4,10000,0.979932211131372,1.22455184926507,1.76873387908329,2.0624992534976,0.592070664541598,0.767875408371967,1.14791221665008,1.30124564279938,,
10,-1,0.2,-0.4,10000,0.973212295246853,1.23208397618406,1.80724719893318,2.07095482610261,0.579066572645915,0.759999584854928,1.19191946901602,1.42703627733413,,
10,-0.5,0.2,-0.4,10000,0.974159166286297,1.23969367815328,1.81797949745327,2.15861080861343,0.588182652057695,0.765067887134979,1.20727591192127,1.40292794247894,,
10,0,0.2,-0.4,10000,0.962830805119517,1.21263538857986,1.81726733313103,2.03192562199345,0.574798006974736,0.740722816855326,1.16479238719299,1.35407451537779,,
10,0.5,0.2,-0.4,10000,0.972538881315058,1.25377341701859,1.87305012673252,2.15112077480345,0.590925679369484,0.770329125403776,1.20048523138055,1.42274593884387,,
10,1,0.2,-0.4,10000,0.96766516173407,1.23799633423271,1.825090636029,2.08795399034512,0.580746177357618,0.756653387076811,1.18775980595153,1.42686121145983,,
10,2,0.2,-0.4,10000,0.985890993799392,1.24678234633231,1.7927871861213,2.02607666045837,0.594526299422581,0.770151442883389,1.16918399696031,1.3264485865809,,
10,-2,0.5,-0.4,10000,1.04849025055041,1.38223574993564,2.13004010705842,2.37205109543497,0.688715863828746,0.873204879249694,1.30189991875095,1.55058978265933,,
10,-1,0.5,-0.4,10000,1.00609190004934,1.33670970382474,2.03098104899236,2.26420050536277,0.662290738879087,0.843818087382381,1.32087896585607,1.51225800828178,,
10,-0.5,0.5,-0.4,10000,1.04827571064579,1.36463872070914,2.11502033601352,2.43220237839982,0.673647376864457,0.871617868448895,1.40993239316681,1.66026457675179,,
10,0,0.5,-0.4,10000,1.03346581813708,1.33041067305419,2.08876879797193,2.31396984883214,0.672007201445112,0.856283658948481,1.34999575386569,1.52345840056274,,
10,0.5,0.5,-0.4,10000,1.02495594663266,1.33831607832752,2.06721469879483,2.36180649908153,0.665820391355419,0.861594935823601,1.31437354085611,1.58866741406227,,
10,1,0.5,-0.4,10000,1.00402572510622,1.31759684854548,2.0845881416614,2.31032120152659,0.652091846712299,0.85301097250557,1.3597008714062,1.58536780397376,,
10,2,0.5,-0.4,10000,1.00311148692991,1.33658783906023,2.10654346589324,2.41814119805225,0.657347411865442,0.855978284999685,1.32434510693687,1.59944775778355,,
10,-2,1,-0.4,10000,1.02658503140107,1.32784094943219,2.03353977011952,2.37638080274132,0.7150068298204,0.900692590401298,1.48650505362537,1.67803605408793,,
10,-1,1,-0.4,10000,1.04901015617582,1.34465254454694,2.01578626095243,2.32672624806324,0.720139269212207,0.900469875911071,1.43002413010407,1.71996772705278,,
10,-0.5,1,-0.4,10000,1.02668033887692,1.31463215812014,2.04347164186258,2.41462263053579,0.706163739449387,0.901063268119386,1.4423234731965,1.76506425548028,,
10,-2,0.1,-0.4,10000,0.83014630713656,1.05484605197529,1.63374162063078,1.89056742438612,0.50235439304113,0.681587284475843,1.18336131085132,1.41996903161463,,
10,-1,0.1,-0.4,10000,0.818881710340277,1.0502275255773,1.60996096553688,1.75855514692065,0.505582471235285,0.696064185214628,1.16140573514841,1.2790327502617,,
10,-0.5,0.1,-0.4,10000,0.825636342115784,1.08591307387583,1.62269673384235,1.97341936633794,0.510372874889312,0.692407705838759,1.16471786956146,1.45928557709355,,
10,0,0.1,-0.4,10000,0.817659822032325,1.05711740510323,1.56636026952401,1.82576174804951,0.497916506818865,0.677552489615455,1.13576372793028,1.31692300651013,,
10,0.5,0.1,-0.4,10000,0.839488157455406,1.07948206598158,1.60465266087902,1.91007176606894,0.51598003828917,0.69397138391016,1.21129409879555,1.4339919837975,,
10,1,0.1,-0.4,10000,0.819651074431978,1.06035840901705,1.6134140869724,1.90368574494461,0.500583663900159,0.681162971262963,1.19710353780162,1.47173512557774,,
10,2,0.1,-0.4,10000,0.828528864215127,1.04837661135511,1.5545879336159,1.90160369358808,0.496304727034169,0.669208559292333,1.09550386749125,1.37274187253991,,
10,-2,0.2,-0.4,10000,0.979932211131372,1.22455184926507,1.76873387908329,2.0624992534976,0.592070664541598,0.767875408371967,1.14791221665008,1.30124564279938,,
10,-1,0.2,-0.4,10000,0.973212295246853,1.23208397618406,1.80724719893318,2.07095482610261,0.579066572645915,0.759999584854928,1.19191946901602,1.42703627733413,,
10,-0.5,0.2,-0.4,10000,0.974159166286297,1.23969367815328,1.81797949745327,2.15861080861343,0.588182652057695,0.765067887134979,1.20727591192127,1.40292794247894,,
